Date,HDFCBANK.NS,HINDUNILVR.NS,INFY.NS,MARUTI.NS,RELIANCE.NS
2024-10-16,824.92138671875,2699.429931640625,1804.8582763671875,12251.2998046875,1342.4813232421875
2024-10-17,811.9879760742188,2658.08251953125,1849.977294921875,12013.720703125,1344.811279296875
2024-10-18,816.2101440429688,2637.1669921875,1766.7889404296875,11975.484375,1347.66162109375
2024-10-21,838.9466552734375,2614.3095703125,1741.550537109375,12045.52734375,1357.476806640625
2024-10-22,832.0796508789062,2602.80810546875,1740.4693603515625,11795.630859375,1331.8482666015625
2024-10-23,842.3923950195312,2581.0673828125,1760.961181640625,11828.1796875,1327.0645751953125
2024-10-24,849.1138305664062,2431.40380859375,1751.51416015625,11637.740234375,1328.3287353515625
2024-10-25,846.0806884765625,2453.678466796875,1750.2923583984375,11379.6826171875,1316.4808349609375
2024-10-28,841.6158447265625,2500.023681640625,1753.394287109375,11360.29296875,1322.9251708984375
2024-10-29,850.1815185546875,2472.70166015625,1748.59326171875,10927.724609375,1328.52685546875
2024-10-30,841.8099975585938,2479.787109375,1713.227783203125,11135.921875,1332.3935546875
2024-10-31,842.3438110351562,2453.87255859375,1670.5897216796875,10957.849609375,1320.64501953125
2024-11-01,843.120361328125,2462.8505859375,1674.011962890625,10991.0400390625,1327.1884765625
2024-11-04,831.8612060546875,2450.52392578125,1676.6739501953125,10934.1064453125,1291.0009765625
2024-11-05,853.0933227539062,2447.175537109375,1667.68994140625,11050.49609375,1294.1240234375
2024-11-06,851.8316040039062,2455.3740234375,1733.7625732421875,11232.6748046875,1314.002197265625
2024-11-07,847.6094360351562,2430.630859375,1714.1309814453125,11179.154296875,1294.470947265625
2024-11-08,851.4432983398438,2462.247314453125,1739.704345703125,11181.9736328125,1272.758544921875
2024-11-11,857.1942138671875,2445.899169921875,1768.367431640625,11277.6376953125,1261.802978515625
2024-11-12,833.8509521484375,2416.884765625,1776.6383056640625,11023.78515625,1263.33984375
2024-11-13,815.967529296875,2420.272216796875,1776.2581787109375,10931.2861328125,1241.3299560546875
2024-11-14,821.5,2345.89501953125,1772.5980224609375,10888.2021484375,1256.746826171875
2024-11-18,827.4934692382812,2378.984375,1722.11669921875,10975.162109375,1249.9554443359375
2024-11-19,845.5225830078125,2366.661865234375,1734.7607421875,10841.953125,1231.0189208984375
2024-11-21,845.0130004882812,2339.611328125,1743.6021728515625,10745.1513671875,1212.528564453125
2024-11-22,847.1483764648438,2400.92919921875,1808.438720703125,10945.1357421875,1254.565673828125
2024-11-25,866.560546875,2426.654296875,1796.5076904296875,10907.0986328125,1275.9805908203125
2024-11-26,866.5363159179688,2434.263916015625,1829.2586669921875,10826.767578125,1284.6060791015625
2024-11-27,879.5182495117188,2441.82421875,1829.591552734375,10939.9423828125,1282.1275634765625
2024-11-28,870.224609375,2417.57177734375,1765.0875244140625,10832.6044921875,1259.91943359375
2024-11-29,871.632080078125,2450.906494140625,1766.2283935546875,10955.623046875,1281.1361083984375
2024-12-02,875.8298950195312,2434.21484375,1787.0960693359375,11118.955078125,1297.9410400390625
2024-12-03,886.3125610351562,2437.847900390625,1798.789306640625,11158.4775390625,1311.969970703125
2024-12-04,902.7157592773438,2419.830322265625,1796.079833984375,11010.6767578125,1297.74267578125
2024-12-05,905.4577026367188,2449.384765625,1839.4310302734375,11062.515625,1310.7305908203125
2024-12-06,900.6531982421875,2438.78076171875,1827.5950927734375,11196.763671875,1300.320556640625
2024-12-09,907.520263671875,2357.23583984375,1828.783447265625,11159.021484375,1284.0609130859375
2024-12-10,906.59814453125,2353.897705078125,1852.4554443359375,11078.2958984375,1273.8489990234375
2024-12-11,904.1716918945312,2357.824951171875,1876.79296875,11156.9931640625,1267.2559814453125
2024-12-12,902.30322265625,2302.447021484375,1889.00927734375,11047.8251953125,1252.0870361328125
2024-12-13,908.3695678710938,2346.779052734375,1901.0828857421875,11151.8486328125,1261.9517822265625
2024-12-16,905.1907958984375,2323.262939453125,1882.402099609375,11156.251953125,1257.4407958984375
2024-12-17,889.6853637695312,2320.41552734375,1879.1221923828125,10989.60546875,1234.6378173828125
2024-12-18,878.74169921875,2316.43896484375,1881.54638671875,10884.6416015625,1242.5196533203125
2024-12-19,870.3944702148438,2317.0771484375,1850.2213134765625,10838.044921875,1219.914794921875
2024-12-20,859.7177734375,2291.597412109375,1827.357421875,10784.3271484375,1194.9803466796875
2024-12-23,874.0343017578125,2296.5068359375,1829.4013671875,10706.123046875,1211.834716796875
2024-12-24,872.6268310546875,2293.217529296875,1814.9034423828125,10621.6376953125,1212.2808837890625
2024-12-26,869.0598754882812,2290.46826171875,1813.3348388671875,10779.3310546875,1206.1339111328125
2024-12-27,872.6996459960938,2298.814208984375,1822.2237548828125,10823.8984375,1210.595458984375
2024-12-30,862.82373046875,2301.0234375,1812.0037841796875,10683.3203125,1200.3338623046875
2024-12-31,860.3729248046875,2284.675537109375,1787.2860107421875,10742.1337890625,1205.043212890625
